id_student,gender,Category(Mentor/Mentee/Both),Area,Degree,Course,Time zone,Availability time start,Availability time end
345357,M,3,French,MS,,Asia,10:00,17:00
346025,M,1,French,Graduate,,Europe,9:00,11:00
346843,F,3,French,MS,,Australia,16:00,23:00
350188,M,3,French,Graduate,,Africa,16:00,23:00
354858,M,1,French,Graduate,,Pacific,14:00,23:00
357668,M,2,French,Graduate,,Central,19:00,23:00
364177,M,3,French,PhD,,Africa,15:00,20:00
365244,F,2,French,Undergraduate,,Africa,12:00,16:00
365642,M,3,French,Undergraduate,,Antarctica,13:00,23:00
366483,M,3,French,Undergraduate,,Central,13:00,17:00
368194,F,2,French,MS,,Australia,15:00,23:00
368824,M,3,French,MS,,Europe,11:00,23:00
368963,M,1,French,MS,,Asia,11:00,23:00
376439,M,2,French,Graduate,,Asia,13:00,23:00
376581,F,1,French,PhD,,Pacific,12:00,23:00
380953,M,2,Arabic,Graduate,,Asia,13:00,19:00
383254,M,2,Arabic,Graduate,,North America,19:00,23:00
386924,M,3,Arabic,Undergraduate,,Central,18:00,23:00
386952,M,3,Arabic,Undergraduate,,Africa,11:00,19:00
388722,F,2,Arabic,MS,,Central,20:00,23:00
388885,M,3,Arabic,PhD,,Europe,14:00,23:00
390890,M,1,Arabic,Graduate,,Australia,11:00,12:00
392756,M,1,Arabic,Graduate,,Australia,10:00,20:00
392931,F,3,Arabic,PhD,,Australia,10:00,18:00
393207,M,1,Arabic,PhD,,Antarctica,18:00,19:00
396872,M,3,Arabic,PhD,,Central,18:00,23:00
398552,M,3,Arabic,MS,,Pacific,13:00,20:00
401869,F,3,Arabic,PhD,,Africa,14:00,15:00
402470,M,3,Arabic,Undergraduate,,Antarctica,13:00,15:00
404804,M,3,Arabic,Graduate,,Pacific,20:00,23:00
405088,M,1,Arabic,MS,,Antarctica,19:00,23:00
405961,M,3,Arabic,PhD,,Central,10:00,20:00
414117,M,2,Arabic,MS,,Central,10:00,11:00
415969,M,3,Arabic,Undergraduate,,Asia,15:00,23:00
420087,M,1,Arabic,MS,,Africa,12:00,13:00
429958,F,3,Arabic,Graduate,,Central,17:00,23:00
441018,F,1,Arabic,PhD,,Antarctica,11:00,13:00
441888,M,1,Arabic,MS,,Europe,14:00,23:00
442442,M,3,Arabic,PhD,,Australia,10:00,19:00
444677,M,2,Arabic,Graduate,,Antarctica,15:00,18:00
470588,M,3,Spanish,Undergraduate,,Asia,15:00,23:00
489455,F,2,Spanish,PhD,,Africa,15:00,23:00
494424,F,3,Spanish,PhD,,Australia,10:00,18:00
495284,M,1,Spanish,PhD,,Central,17:00,23:00
498857,M,3,Spanish,MS,,Central,20:00,23:00
508818,M,3,Spanish,PhD,,Europe,9:00,16:00
512460,M,2,Spanish,MS,,Europe,15:00,23:00
544103,M,1,Spanish,MS,,Pacific,10:00,13:00
550383,M,2,Spanish,Graduate,,Europe,14:00,23:00
564450,M,2,Spanish,Graduate,,Australia,9:00,17:00
568601,F,3,Spanish,Graduate,,Pacific,15:00,23:00
572652,M,1,Spanish,Graduate,,Central,10:00,16:00
580389,M,2,Spanish,Graduate,,Asia,15:00,19:00
581129,M,3,Spanish,MS,,Central,17:00,23:00
588775,M,3,Spanish,MS,,Africa,17:00,23:00
591774,M,1,Spanish,PhD,,Africa,20:00,23:00
603861,M,3,Spanish,PhD,,Europe,16:00,23:00
606143,M,2,Spanish,MS,,North America,15:00,23:00
704156,M,2,Spanish,MS,,Australia,17:00,20:00
705379,M,3,Spanish,MS,,Antarctica,9:00,15:00
721259,F,1,Spanish,Graduate,,Asia,18:00,23:00
749412,M,3,Math,Graduate,,Pacific,12:00,18:00
760729,M,2,Spanish,Graduate,,Africa,15:00,20:00
905042,F,3,Spanish,Undergraduate,,Central,19:00,23:00
949618,F,1,Spanish,PhD,,North America,16:00,20:00
958987,M,3,Quran,MS,,North America,15:00,20:00
968578,F,2,Science,MS,,Pacific,19:00,20:00
969076,M,1,Science,Undergraduate,,Asia,19:00,20:00
971027,F,3,Science,Undergraduate,,Pacific,17:00,23:00
978739,M,2,Science,MS,,Europe,19:00,23:00
1035023,F,2,Science,PhD,,North America,18:00,23:00
1105478,M,3,Science,PhD,,Antarctica,17:00,23:00
1352868,M,3,Science,Undergraduate,,Africa,16:00,23:00
1401935,M,2,Science,PhD,,Central,17:00,23:00
1402638,F,1,Science,MS,,Central,17:00,23:00
1414443,F,2,Science,PhD,,Africa,14:00,23:00
1456619,M,2,Science,PhD,,North America,18:00,20:00
1465690,M,1,IT,Graduate,,Antarctica,14:00,23:00
1472925,F,3,IT,Graduate,,Central,20:00,23:00
1488959,M,2,Science,MS,,Asia,16:00,23:00
1518989,F,3,Math,PhD,,Europe,13:00,18:00
1618738,M,3,Quran,Undergraduate,,Antarctica,19:00,23:00
1620151,M,3,IT,MS,,Central,19:00,23:00
1626710,M,2,Math,Undergraduate,,Africa,11:00,16:00
1640609,M,1,English,PhD,,Central,17:00,23:00
1686521,F,2,Science,MS,,Australia,11:00,14:00
1729319,F,2,Arabic,Undergraduate,,North America,15:00,19:00
1746134,M,1,English,Undergraduate,,Asia,14:00,23:00
1758449,M,3,History,Undergraduate,,Asia,11:00,13:00
1763015,F,1,History,MS,,Australia,10:00,15:00
1765788,M,1,History,MS,,Africa,10:00,23:00
1801229,M,2,History,MS,,Pacific,15:00,16:00
1801641,M,2,English,Graduate,,Antarctica,9:00,11:00
1847830,M,2,History,Undergraduate,,Africa,17:00,23:00
1860318,M,3,History,PhD,,Antarctica,15:00,23:00
1889511,M,2,History,Graduate,,North America,11:00,12:00
1889577,F,2,Math,PhD,,North America,15:00,23:00
1894188,F,1,English,PhD,,Australia,17:00,23:00
1938355,M,1,English,Undergraduate,,Antarctica,15:00,23:00
1942396,F,3,English,Undergraduate,,Africa,11:00,20:00
1970390,M,2,English,Graduate,,Central,19:00,23:00
1976139,M,2,English,Undergraduate,,Asia,20:00,23:00
2011876,F,2,English,MS,,Asia,20:00,23:00
2012966,M,1,English,PhD,,Europe,10:00,15:00
2051699,F,2,English,PhD,,Australia,15:00,16:00
2062879,F,1,English,Undergraduate,,Asia,17:00,23:00
2065691,M,1,English,PhD,,North America,20:00,23:00
2073016,F,1,English,PhD,,Australia,14:00,23:00
2080474,F,1,English,Graduate,,Pacific,16:00,23:00
2083877,F,3,English,MS,,Central,19:00,20:00
2084066,F,1,English,Undergraduate,,North America,17:00,18:00
2104505,M,1,English,PhD,,North America,11:00,23:00
2122180,F,1,English,PhD,,Central,14:00,16:00
2139353,M,3,English,Undergraduate,,Central,13:00,23:00
2143752,F,1,English,MS,,Australia,16:00,19:00
2146792,M,2,English,Graduate,,Africa,9:00,12:00
2149225,M,1,English,Undergraduate,,Pacific,11:00,13:00
2153153,F,1,English,Undergraduate,,Central,16:00,23:00
2155014,F,2,English,PhD,,North America,12:00,18:00
2164705,F,1,English,Graduate,,North America,11:00,15:00
2171627,F,1,English,Undergraduate,,Pacific,19:00,23:00
2182846,F,2,English,PhD,,Africa,11:00,13:00
2194100,F,1,English,PhD,,Antarctica,9:00,12:00
2197016,F,2,Science,Undergraduate,,Europe,19:00,23:00
2208424,M,2,Science,Undergraduate,,Antarctica,16:00,17:00
2229865,F,1,Science,MS,,Central,11:00,23:00
2255601,F,2,Science,Graduate,,Pacific,11:00,23:00
2268379,F,3,Science,Graduate,,North America,11:00,19:00
2278464,M,3,Science,PhD,,Australia,20:00,23:00
2293923,M,2,Science,Graduate,,North America,11:00,15:00
2312620,F,1,Science,PhD,,Pacific,18:00,23:00
2318055,M,1,Science,MS,,Asia,9:00,11:00
2324976,F,1,Science,MS,,Africa,12:00,18:00
2329342,F,2,Science,PhD,,Africa,20:00,23:00
2339528,F,2,Science,Undergraduate,,North America,15:00,23:00
2342426,M,3,Science,Undergraduate,,Antarctica,15:00,17:00
2344901,F,1,Science,MS,,Europe,14:00,20:00
2358056,F,3,Science,Graduate,,Africa,12:00,13:00
2358969,F,1,Science,Graduate,,Asia,15:00,23:00
2364471,F,2,Science,PhD,,Australia,15:00,18:00
2365101,M,3,Science,MS,,North America,20:00,23:00
2367155,F,3,Science,PhD,,North America,9:00,17:00
2369266,F,1,Science,Graduate,,Central,17:00,23:00
2376496,F,3,Science,PhD,,Antarctica,12:00,16:00
2391984,M,1,Science,Graduate,,Central,14:00,23:00
2411661,F,2,Science,Graduate,,Australia,20:00,23:00
2411778,M,1,Science,MS,,Europe,18:00,23:00
2412002,M,3,Science,Undergraduate,,Asia,11:00,13:00
2412967,F,3,Science,Undergraduate,,Europe,18:00,23:00
2429854,M,2,French,Graduate,,Asia,9:00,23:00
2437837,F,2,French,MS,,Asia,12:00,14:00
2449878,F,2,French,Undergraduate,,Africa,17:00,23:00
2456480,M,2,French,Undergraduate,,Europe,20:00,23:00
2457256,M,1,French,PhD,,Europe,13:00,23:00
2458355,M,1,French,Graduate,,Antarctica,18:00,23:00
2460080,M,2,French,Undergraduate,,Europe,9:00,23:00
2461190,M,1,French,Undergraduate,,Australia,19:00,23:00
2469673,F,1,French,PhD,,Pacific,10:00,13:00
2470694,F,3,French,Undergraduate,,Europe,18:00,20:00
2479954,M,3,French,MS,,North America,18:00,23:00
2481901,M,3,French,Graduate,,Pacific,11:00,23:00
2482700,M,3,French,MS,,Europe,10:00,19:00
2486127,F,2,French,Undergraduate,,Asia,18:00,23:00
2498700,F,2,French,Graduate,,Africa,18:00,23:00
2516503,M,3,French,MS,,North America,19:00,23:00
2518069,M,2,French,MS,,Africa,17:00,23:00
2521459,F,1,French,Undergraduate,,Pacific,19:00,23:00
2523736,M,3,French,Undergraduate,,Central,17:00,23:00
2529279,F,2,French,MS,,Antarctica,13:00,23:00
2532302,F,1,French,PhD,,Antarctica,9:00,19:00
2536991,M,1,French,MS,,Pacific,9:00,16:00
2542724,F,3,French,Undergraduate,,Australia,20:00,23:00
2550279,F,1,French,PhD,,Central,18:00,23:00
2551220,F,2,French,Graduate,,Asia,16:00,23:00
2552472,F,2,French,Undergraduate,,Australia,16:00,18:00
2555340,F,2,French,Undergraduate,,Antarctica,19:00,23:00
2557283,M,1,French,MS,,Antarctica,12:00,16:00
2559575,M,2,French,MS,,Antarctica,20:00,23:00
2562034,M,3,French,Graduate,,Central,13:00,16:00
2566163,F,2,French,Undergraduate,,Australia,20:00,23:00
2566592,F,1,French,MS,,Europe,15:00,23:00
2569324,M,2,French,Undergraduate,,Europe,14:00,23:00
2574528,M,2,French,Graduate,,Asia,13:00,23:00
2574583,M,1,French,PhD,,Antarctica,12:00,23:00
2576122,M,2,French,MS,,Central,14:00,15:00
2578995,F,3,French,Graduate,,Australia,13:00,23:00
2586560,F,2,French,Undergraduate,,Australia,16:00,18:00
2594139,F,3,French,PhD,,Asia,16:00,23:00
2598871,F,2,French,Undergraduate,,Central,11:00,23:00
2599352,F,3,French,Undergraduate,,Australia,10:00,20:00
2600688,M,3,French,MS,,Africa,10:00,15:00
2606098,F,2,French,PhD,,Asia,20:00,23:00
2613116,F,1,French,PhD,,Antarctica,14:00,23:00
2617002,F,3,Arabic,MS,,Asia,12:00,20:00
2620584,M,2,Arabic,PhD,,Central,17:00,23:00
2639449,M,2,Arabic,MS,,Central,11:00,18:00
2639540,F,1,Arabic,Graduate,,Central,20:00,23:00
2639641,M,3,Arabic,Undergraduate,,Central,11:00,23:00
2641155,M,3,Arabic,MS,,Europe,13:00,17:00
2643002,F,1,Arabic,MS,,North America,16:00,17:00
2645733,F,1,Arabic,MS,,Asia,18:00,23:00
2649826,M,3,Arabic,Graduate,,Europe,13:00,18:00
2650282,M,2,Arabic,Undergraduate,,Central,11:00,23:00
2664024,M,3,Arabic,Graduate,,Antarctica,14:00,16:00
2666246,M,1,Arabic,Graduate,,Asia,12:00,23:00
2669816,M,2,Arabic,MS,,Antarctica,11:00,12:00
2671132,M,3,Arabic,MS,,Antarctica,20:00,23:00
2676809,F,1,Arabic,Graduate,,Pacific,16:00,23:00
2678643,F,3,Arabic,PhD,,Europe,12:00,13:00
2685865,F,2,Arabic,MS,,North America,20:00,23:00
2688067,M,2,Arabic,MS,,North America,15:00,23:00
2689958,M,3,Arabic,MS,,Pacific,9:00,16:00
2691206,F,3,Arabic,Undergraduate,,Pacific,18:00,23:00
2691244,M,3,Arabic,PhD,,Africa,16:00,17:00
2694424,M,1,Arabic,MS,,Central,20:00,23:00
2698257,M,1,Arabic,PhD,,North America,9:00,13:00
6516,M,2,Arabic,MS,,Pacific,20:00,23:00
24734,F,2,Arabic,Undergraduate,,Africa,19:00,23:00
26192,F,1,Arabic,MS,,Europe,12:00,23:00
28061,M,1,Arabic,Undergraduate,,Asia,20:00,23:00
31600,F,1,Arabic,PhD,,Australia,12:00,17:00
46844,M,3,Arabic,MS,,Asia,16:00,23:00
52765,F,1,Arabic,Undergraduate,,Central,9:00,16:00
55104,F,2,Biology,MS,,Australia,10:00,19:00
58071,M,1,Biology,PhD,,Pacific,16:00,23:00
58316,F,3,Biology,PhD,,Central,10:00,15:00
62487,F,1,Biology,Undergraduate,,Asia,14:00,23:00
63165,M,1,Biology,Graduate,,Asia,18:00,23:00
65002,F,3,Biology,PhD,,Antarctica,9:00,13:00
70011,F,1,Biology,PhD,,Australia,15:00,23:00
75255,M,1,Biology,Undergraduate,,Africa,9:00,15:00
79403,M,1,Biology,PhD,,North America,14:00,23:00
85092,F,2,Biology,PhD,,Australia,17:00,20:00
85144,M,3,Biology,Undergraduate,,Antarctica,19:00,23:00
85302,M,2,Biology,MS,,Europe,18:00,23:00
87431,M,2,Biology,PhD,,Central,10:00,14:00
94961,M,3,Biology,Undergraduate,,Pacific,10:00,12:00
95755,M,2,Biology,MS,,North America,19:00,23:00
101116,F,2,Biology,MS,,Pacific,17:00,23:00
107489,F,3,Biology,Undergraduate,,Central,12:00,17:00
108872,M,2,Biology,Graduate,,Central,9:00,15:00
109155,F,2,Biology,PhD,,Central,13:00,23:00
111512,M,3,Biology,MS,,Pacific,18:00,23:00
117818,F,1,Biology,PhD,,Australia,12:00,15:00
119902,F,1,Biology,Undergraduate,,Pacific,15:00,16:00
121349,F,2,Biology,Graduate,,Europe,16:00,23:00
124064,F,3,Biology,MS,,North America,16:00,18:00
125018,M,3,Biology,MS,,North America,14:00,23:00
129955,M,3,Biology,Undergraduate,,North America,15:00,23:00
130034,F,2,Biology,MS,,Africa,15:00,23:00
130547,F,3,Biology,PhD,,Central,12:00,23:00
130636,M,3,Biology,Graduate,,Antarctica,10:00,23:00
131390,M,2,Biology,MS,,Central,13:00,23:00
133816,F,3,Chemistry,PhD,,Europe,11:00,14:00
133922,M,1,Chemistry,PhD,,Europe,20:00,23:00
135335,F,1,Geology,MS,,Asia,10:00,19:00
135400,F,2,Geology,Graduate,,Pacific,20:00,23:00
135471,M,3,Geology,Graduate,,North America,18:00,20:00
139033,M,3,Geology,Graduate,,Australia,10:00,19:00
141377,M,1,Chemistry,Graduate,,Pacific,19:00,23:00
141506,M,2,Chemistry,PhD,,Australia,19:00,20:00
146503,M,1,Chemistry,PhD,,Antarctica,15:00,23:00
147756,M,3,Chemistry,PhD,,Australia,15:00,23:00
148993,F,2,Geology,Undergraduate,,Central,12:00,18:00
149741,F,1,Geology,PhD,,Asia,16:00,23:00
149962,M,2,Geology,MS,,Pacific,19:00,23:00
151587,F,2,Geology,MS,,Central,13:00,19:00
152668,F,1,Chemistry,PhD,,North America,10:00,17:00
155984,F,3,Chemistry,Graduate,,Australia,10:00,11:00
158707,F,3,Geology,PhD,,Australia,20:00,23:00
159954,M,2,Geology,PhD,,Central,14:00,23:00
164944,F,3,Chemistry,Graduate,,Pacific,10:00,17:00
165226,F,3,Chemistry,PhD,,Europe,17:00,18:00
167961,M,2,Geology,Graduate,,Pacific,12:00,13:00
174024,M,1,Geology,PhD,,Central,16:00,20:00
174094,F,3,History,PhD,,Australia,17:00,23:00
174745,F,2,History,MS,,North America,20:00,23:00
175447,M,3,Chemistry,Graduate,,North America,19:00,23:00
175772,F,3,Chemistry,Graduate,,Antarctica,18:00,23:00
183057,M,3,Geology,PhD,,Central,17:00,23:00
185350,M,3,Geology,PhD,,Antarctica,11:00,19:00
188278,M,3,History,Undergraduate,,Africa,14:00,20:00
199636,M,3,History,MS,,Asia,19:00,23:00
199897,M,2,Chemistry,Graduate,,Europe,15:00,23:00
200804,M,3,Chemistry,Graduate,,Asia,15:00,23:00
205494,M,2,Geology,Undergraduate,,Europe,16:00,23:00
228021,M,3,Geology,Undergraduate,,Europe,19:00,23:00
228383,M,2,History,Graduate,,North America,11:00,13:00
232307,M,2,History,PhD,,Australia,20:00,23:00
235068,F,3,Chemistry,PhD,,Central,10:00,14:00
235507,M,2,Chemistry,Graduate,,Australia,13:00,23:00
236875,M,2,Chemistry,PhD,,Africa,20:00,23:00
237274,M,1,Chemistry,MS,,Antarctica,13:00,23:00
243510,F,3,Geology,MS,,Australia,9:00,13:00
244246,F,2,Geology,MS,,Australia,15:00,23:00
248581,F,2,History,PhD,,Australia,11:00,15:00
252073,F,1,History,Graduate,,North America,10:00,19:00
254625,M,2,Chemistry,PhD,,Pacific,19:00,23:00
258587,M,1,Chemistry,Undergraduate,,Central,12:00,20:00
260355,F,3,Geology,Graduate,,Africa,19:00,20:00
260623,M,1,Geology,MS,,Central,18:00,19:00
263251,M,1,Chemistry,PhD,,Africa,11:00,23:00
263543,M,2,Chemistry,Undergraduate,,Africa,15:00,18:00
263952,M,1,History,MS,,Africa,11:00,19:00
266524,F,1,History,Graduate,,Antarctica,17:00,23:00
268733,M,2,Geology,PhD,,Asia,16:00,23:00
273346,M,3,Geology,Undergraduate,,Africa,19:00,23:00
274947,M,1,Chemistry,Undergraduate,,Europe,20:00,23:00
275674,F,2,Chemistry,PhD,,North America,9:00,11:00
275792,F,1,Geology,Graduate,,Australia,16:00,18:00
277123,F,1,Geology,Graduate,,Europe,16:00,19:00
277880,F,2,History,Undergraduate,,Africa,14:00,15:00
281077,F,2,History,Graduate,,Central,19:00,23:00
281636,F,3,History,Graduate,,Antarctica,9:00,23:00
285315,M,3,IT,Graduate,,Pacific,11:00,13:00
287040,F,2,IT,Graduate,,North America,13:00,23:00
287204,M,1,IT,Undergraduate,,North America,15:00,16:00
287210,M,1,IT,PhD,,Asia,18:00,19:00
288994,M,3,IT,Graduate,,Antarctica,17:00,20:00
289449,M,2,IT,PhD,,Pacific,13:00,23:00
290164,F,2,Math,Graduate,,Australia,16:00,23:00
292525,M,3,Math,MS,,Europe,17:00,23:00
